segment_kpi_id,period_end,fiscal_year,fiscal_quarter,period_type,ticker,kpi_group,segment_name,kpi_name,kpi_value,unit,currency,source_type,source_url,source_accession_number,filed_date,is_reported,is_derived,derivation_method,confidence,notes
segment_kpi_b1670f06ed08,2024-09-30,2024,Q3,quarter,GOOGL,segment,Google Cloud,revenue,11353.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_052a6c42fd76,2024-09-30,2024,Q3,quarter,GOOGL,segment,Google Network,revenue,7548.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_2813a3f0f996,2024-09-30,2024,Q3,quarter,GOOGL,segment,Google Search & other,revenue,49385.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_a270ddae69f2,2024-09-30,2024,Q3,quarter,GOOGL,segment,Google Services,operating_income,30856.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_6f112216ad74,2024-09-30,2024,Q3,quarter,GOOGL,segment,Google Services,revenue,76510.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_a9c3eace1cc1,2024-09-30,2024,Q3,quarter,GOOGL,segment,Google subscriptions platforms and devices,revenue,10656.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_521b3efb2ca6,2024-09-30,2024,Q3,quarter,GOOGL,segment,Other Bets,operating_income,-1116.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_61472ef7fda7,2024-09-30,2024,Q3,quarter,GOOGL,segment,Other Bets,revenue,388.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_c31af1405b81,2024-09-30,2024,Q3,quarter,GOOGL,segment,YouTube ads,revenue,8921.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000118/0001652044-24-000118-index.html,0001652044-24-000118,2024-10-30,True,False,,high,Extracted from official SEC filing table.
segment_kpi_467bd92c61e4,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google Cloud,operating_income,1172.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_45965c75787f,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google Cloud,revenue,10347.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_d4a2b3a3d965,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google Network,revenue,7444.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_be0901c8abf2,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google Search & other,revenue,48509.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_30e4f83b2533,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google Services,operating_income,29674.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_062c6e4f86b1,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google Services,revenue,73928.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_b7320cda9eed,2024-06-30,2024,Q2,quarter,GOOGL,segment,Google subscriptions platforms and devices,revenue,9312.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_a3c1ad09e084,2024-06-30,2024,Q2,quarter,GOOGL,segment,Other Bets,operating_income,-1134.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_4362a2d1e3ae,2024-06-30,2024,Q2,quarter,GOOGL,segment,Other Bets,revenue,365.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_058ff963ddf5,2024-06-30,2024,Q2,quarter,GOOGL,segment,YouTube ads,revenue,8663.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000079/0001652044-24-000079-index.html,0001652044-24-000079,2024-07-24,True,False,,high,Extracted from official SEC filing table.
segment_kpi_b2f515202183,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google Cloud,operating_income,900.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_6b386c4e99fa,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google Cloud,revenue,9574.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_b052d43a8bc0,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google Network,revenue,7413.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_da09e3ff51dc,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google Search & other,revenue,46156.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_bf863bb68a83,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google Services,operating_income,27897.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_16e5abba874e,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google Services,revenue,70398.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_cfb37024185a,2024-03-31,2024,Q1,quarter,GOOGL,segment,Google subscriptions platforms and devices,revenue,8739.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_c913ad9755e1,2024-03-31,2024,Q1,quarter,GOOGL,segment,Other Bets,operating_income,-1020.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_0abc4ed84051,2024-03-31,2024,Q1,quarter,GOOGL,segment,Other Bets,revenue,495.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
segment_kpi_fe9f507ced4a,2024-03-31,2024,Q1,quarter,GOOGL,segment,YouTube ads,revenue,8090.0,USD_mn,USD,10-Q,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/0001652044-24-000053-index.html,0001652044-24-000053,2024-04-26,True,False,,high,Extracted from official SEC filing table.
